1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.372339 utf8_from_data: (1 1  ) -> 41000020
1784822758.372340 utf8_from_data: (1 1  ) -> 41000020
1784822758.372340 utf8_from_data: (1 1  ) -> 41000020
1784822758.372341 utf8_from_data: (1 1  ) -> 41000020
1784822758.372342 utf8_from_data: (1 1  ) -> 41000020
1784822758.372342 utf8_from_data: (1 1  ) -> 41000020
1784822758.372343 utf8_from_data: (1 1  ) -> 41000020
1784822758.372343 utf8_from_data: (1 1  ) -> 41000020
1784822758.372344 utf8_from_data: (1 1  ) -> 41000020
1784822758.372344 utf8_from_data: (1 1  ) -> 41000020
1784822758.372345 utf8_from_data: (1 1  ) -> 41000020
1784822758.372345 utf8_from_data: (1 1  ) -> 41000020
1784822758.372346 utf8_from_data: (1 1  ) -> 41000020
1784822758.372347 utf8_from_data: (1 1  ) -> 41000020
1784822758.372347 utf8_from_data: (1 1  ) -> 41000020
1784822758.372348 utf8_from_data: (1 1  ) -> 41000020
1784822758.372348 utf8_from_data: (1 1  ) -> 41000020
1784822758.372349 utf8_from_data: (1 1  ) -> 41000020
1784822758.372349 utf8_from_data: (1 1  ) -> 41000020
1784822758.372350 utf8_from_data: (1 1  ) -> 41000020
1784822758.372351 utf8_from_data: (1 1  ) -> 41000020
1784822758.372351 utf8_from_data: (1 1  ) -> 41000020
1784822758.372353 utf8_from_data: (1 1  ) -> 41000020
1784822758.372353 utf8_from_data: (1 1  ) -> 41000020
1784822758.372354 utf8_from_data: (1 1  ) -> 41000020
1784822758.372355 utf8_from_data: (1 1  ) -> 41000020
1784822758.372355 utf8_from_data: (1 1  ) -> 41000020
1784822758.372356 utf8_from_data: (1 1  ) -> 41000020
1784822758.372356 utf8_from_data: (1 1  ) -> 41000020
1784822758.372357 utf8_from_data: (1 1  ) -> 41000020
1784822758.372357 utf8_from_data: (1 1  ) -> 41000020
1784822758.372358 utf8_from_data: (1 1  ) -> 41000020
1784822758.372358 utf8_from_data: (1 1  ) -> 41000020
1784822758.372359 utf8_from_data: (1 1  ) -> 41000020
1784822758.372360 utf8_from_data: (1 1  ) -> 41000020
1784822758.372360 utf8_from_data: (1 1  ) -> 41000020
1784822758.372361 utf8_from_data: (1 1  ) -> 41000020
1784822758.372361 utf8_from_data: (1 1  ) -> 41000020
1784822758.372362 utf8_from_data: (1 1  ) -> 41000020
1784822758.372362 utf8_from_data: (1 1  ) -> 41000020
1784822758.372363 utf8_from_data: (1 1  ) -> 41000020
1784822758.372364 utf8_from_data: (1 1  ) -> 41000020
1784822758.372364 utf8_from_data: (1 1  ) -> 41000020
1784822758.372365 utf8_from_data: (1 1  ) -> 41000020
1784822758.372365 utf8_from_data: (1 1  ) -> 41000020
1784822758.372366 utf8_from_data: (1 1  ) -> 41000020
1784822758.372366 utf8_from_data: (1 1  ) -> 41000020
1784822758.372367 utf8_from_data: (1 1  ) -> 41000020
1784822758.372368 utf8_from_data: (1 1  ) -> 41000020
1784822758.372368 utf8_from_data: (1 1  ) -> 41000020
1784822758.372369 utf8_from_data: (1 1  ) -> 41000020
1784822758.372369 utf8_from_data: (1 1  ) -> 41000020
1784822758.372370 utf8_from_data: (1 1  ) -> 41000020
1784822758.372370 utf8_from_data: (1 1  ) -> 41000020
1784822758.372371 utf8_from_data: (1 1  ) -> 41000020
1784822758.372371 utf8_from_data: (1 1  ) -> 41000020
1784822758.372372 utf8_from_data: (1 1  ) -> 41000020
1784822758.372373 utf8_from_data: (1 1  ) -> 41000020
1784822758.372373 utf8_from_data: (1 1  ) -> 41000020
1784822758.372374 utf8_from_data: (1 1  ) -> 41000020
1784822758.372374 utf8_from_data: (1 1  ) -> 41000020
1784822758.372375 utf8_from_data: (1 1  ) -> 41000020
1784822758.372375 utf8_from_data: (1 1  ) -> 41000020
1784822758.372376 utf8_from_data: (1 1  ) -> 41000020
1784822758.372377 utf8_from_data: (1 1  ) -> 41000020
1784822758.372377 utf8_from_data: (1 1  ) -> 41000020
1784822758.372378 utf8_from_data: (1 1  ) -> 41000020
1784822758.372378 utf8_from_data: (1 1  ) -> 41000020
1784822758.372379 utf8_from_data: (1 1  ) -> 41000020
1784822758.372379 utf8_from_data: (1 1  ) -> 41000020
1784822758.372380 utf8_from_data: (1 1  ) -> 41000020
1784822758.372380 utf8_from_data: (1 1  ) -> 41000020
1784822758.372381 utf8_from_data: (1 1  ) -> 41000020
1784822758.372382 utf8_from_data: (1 1  ) -> 41000020
1784822758.372382 utf8_from_data: (1 1  ) -> 41000020
1784822758.372383 utf8_from_data: (1 1  ) -> 41000020
1784822758.372383 utf8_from_data: (1 1  ) -> 41000020
1784822758.372384 utf8_from_data: (1 1  ) -> 41000020
1784822758.372384 utf8_from_data: (1 1  ) -> 41000020
1784822758.372385 utf8_from_data: (1 1  ) -> 41000020
1784822758.372386 utf8_from_data: (1 1  ) -> 41000020
1784822758.372386 utf8_from_data: (1 1  ) -> 41000020
1784822758.372387 utf8_from_data: (1 1  ) -> 41000020
1784822758.372388 utf8_from_data: (1 1  ) -> 41000020
1784822758.372388 utf8_from_data: (1 1  ) -> 41000020
1784822758.372389 utf8_from_data: (1 1  ) -> 41000020
1784822758.372389 utf8_from_data: (1 1  ) -> 41000020
1784822758.372390 utf8_from_data: (1 1  ) -> 41000020
1784822758.372390 utf8_from_data: (1 1  ) -> 41000020
1784822758.372391 utf8_from_data: (1 1  ) -> 41000020
1784822758.372392 utf8_from_data: (1 1  ) -> 41000020
1784822758.372392 utf8_from_data: (1 1  ) -> 41000020
1784822758.372393 utf8_from_data: (1 1  ) -> 41000020
1784822758.372393 utf8_from_data: (1 1  ) -> 41000020
1784822758.372394 screen_write_start: size 419x1, no pane
1784822758.372400 utf8_from_data: (1 1  ) -> 41000020
1784822758.372400 utf8_from_data: (1 1  ) -> 41000020
1784822758.372401 utf8_from_data: (1 1  ) -> 41000020
1784822758.372403 utf8_from_data: (1 1  ) -> 41000020
1784822758.372403 utf8_from_data: (1 1  ) -> 41000020
1784822758.372404 utf8_from_data: (1 1  ) -> 41000020
1784822758.372405 utf8_from_data: (1 1  ) -> 41000020
1784822758.372405 utf8_from_data: (1 1  ) -> 41000020
1784822758.372406 utf8_from_data: (1 1  ) -> 41000020
1784822758.372406 utf8_from_data: (1 1  ) -> 41000020
1784822758.372407 utf8_from_data: (1 1  ) -> 41000020
1784822758.372408 utf8_from_data: (1 1  ) -> 41000020
1784822758.372408 utf8_from_data: (1 1  ) -> 41000020
1784822758.372409 utf8_from_data: (1 1  ) -> 41000020
1784822758.372409 utf8_from_data: (1 1  ) -> 41000020
1784822758.372410 utf8_from_data: (1 1  ) -> 41000020
1784822758.372410 utf8_from_data: (1 1  ) -> 41000020
1784822758.372411 utf8_from_data: (1 1  ) -> 41000020
1784822758.372412 utf8_from_data: (1 1  ) -> 41000020
1784822758.372412 utf8_from_data: (1 1  ) -> 41000020
1784822758.372413 utf8_from_data: (1 1  ) -> 41000020
1784822758.372413 utf8_from_data: (1 1  ) -> 41000020
1784822758.372414 utf8_from_data: (1 1  ) -> 41000020
1784822758.372415 utf8_from_data: (1 1  ) -> 41000020
1784822758.372415 utf8_from_data: (1 1  ) -> 41000020
1784822758.372416 utf8_from_data: (1 1  ) -> 41000020
1784822758.372416 utf8_from_data: (1 1  ) -> 41000020
1784822758.372417 utf8_from_data: (1 1  ) -> 41000020
1784822758.372418 utf8_from_data: (1 1  ) -> 41000020
1784822758.372418 utf8_from_data: (1 1  ) -> 41000020
1784822758.372419 utf8_from_data: (1 1  ) -> 41000020
1784822758.372419 utf8_from_data: (1 1  ) -> 41000020
1784822758.372420 utf8_from_data: (1 1  ) -> 41000020
1784822758.372421 utf8_from_data: (1 1  ) -> 41000020
1784822758.372421 utf8_from_data: (1 1  ) -> 41000020
1784822758.372422 utf8_from_data: (1 1  ) -> 41000020
1784822758.372422 utf8_from_data: (1 1  ) -> 41000020
1784822758.372423 utf8_from_data: (1 1  ) -> 41000020
1784822758.372424 utf8_from_data: (1 1  ) -> 41000020
1784822758.372424 utf8_from_data: (1 1  ) -> 41000020
1784822758.372425 utf8_from_data: (1 1  ) -> 41000020
1784822758.372425 utf8_from_data: (1 1  ) -> 41000020
1784822758.372426 utf8_from_data: (1 1  ) -> 41000020
1784822758.372426 utf8_from_data: (1 1  ) -> 41000020
1784822758.372427 utf8_from_data: (1 1  ) -> 41000020
1784822758.372428 utf8_from_data: (1 1  ) -> 41000020
1784822758.372429 utf8_from_data: (1 1  ) -> 41000020
1784822758.372430 utf8_from_data: (1 1  ) -> 41000020
1784822758.372430 utf8_from_data: (1 1  ) -> 41000020
1784822758.372431 utf8_from_data: (1 1  ) -> 41000020
1784822758.372431 utf8_from_data: (1 1  ) -> 41000020
1784822758.372432 utf8_from_data: (1 1  ) -> 41000020
1784822758.372433 utf8_from_data: (1 1  ) -> 41000020
1784822758.372433 utf8_from_data: (1 1  ) -> 41000020
1784822758.372434 utf8_from_data: (1 1  ) -> 41000020
1784822758.372435 utf8_from_data: (1 1  ) -> 41000020
1784822758.372435 utf8_from_data: (1 1  ) -> 41000020
1784822758.372436 utf8_from_data: (1 1  ) -> 41000020
1784822758.372436 utf8_from_data: (1 1  ) -> 41000020
1784822758.372437 utf8_from_data: (1 1  ) -> 41000020
1784822758.372437 utf8_from_data: (1 1  ) -> 41000020
1784822758.372438 utf8_from_data: (1 1  ) -> 41000020
1784822758.372439 utf8_from_data: (1 1  ) -> 41000020
1784822758.372439 utf8_from_data: (1 1  ) -> 41000020
1784822758.372440 utf8_from_data: (1 1  ) -> 41000020
1784822758.372440 utf8_from_data: (1 1  ) -> 41000020
1784822758.372441 utf8_from_data: (1 1  ) -> 41000020
1784822758.372441 utf8_from_data: (1 1  ) -> 41000020
1784822758.372442 utf8_from_data: (1 1  ) -> 41000020
1784822758.372443 utf8_from_data: (1 1  ) -> 41000020
1784822758.372443 utf8_from_data: (1 1  ) -> 41000020
1784822758.372444 utf8_from_data: (1 1  ) -> 41000020
1784822758.372444 utf8_from_data: (1 1  ) -> 41000020
1784822758.372445 utf8_from_data: (1 1  ) -> 41000020
1784822758.372446 utf8_from_data: (1 1  ) -> 41000020
1784822758.372446 utf8_from_data: (1 1  ) -> 41000020
1784822758.372447 utf8_from_data: (1 1  ) -> 41000020
1784822758.372447 utf8_from_data: (1 1  ) -> 41000020
1784822758.372448 utf8_from_data: (1 1  ) -> 41000020
1784822758.372450 utf8_from_data: (1 1  ) -> 41000020
1784822758.372450 utf8_from_data: (1 1  ) -> 41000020
1784822758.372451 utf8_from_data: (1 1  ) -> 41000020
1784822758.372451 utf8_from_data: (1 1  ) -> 41000020
1784822758.372452 utf8_from_data: (1 1  ) -> 41000020
1784822758.372452 utf8_from_data: (1 1  ) -> 41000020
1784822758.372453 utf8_from_data: (1 1  ) -> 41000020
1784822758.372454 utf8_from_data: (1 1  ) -> 41000020
1784822758.372454 utf8_from_data: (1 1  ) -> 41000020
1784822758.372455 utf8_from_data: (1 1  ) -> 41000020
1784822758.372455 utf8_from_data: (1 1  ) -> 41000020
1784822758.372456 utf8_from_data: (1 1  ) -> 41000020
1784822758.372456 utf8_from_data: (1 1  ) -> 41000020
1784822758.372457 utf8_from_data: (1 1  ) -> 41000020
1784822758.372457 utf8_from_data: (1 1  ) -> 41000020
1784822758.372458 utf8_from_data: (1 1  ) -> 41000020
1784822758.372459 utf8_from_data: (1 1  ) -> 41000020
1784822758.372459 utf8_from_data: (1 1  ) -> 41000020
1784822758.372460 utf8_from_data: (1 1  ) -> 41000020
1784822758.372460 utf8_from_data: (1 1  ) -> 41000020
1784822758.372461 utf8_from_data: (1 1  ) -> 41000020
1784822758.372461 utf8_from_data: (1 1  ) -> 41000020
1784822758.372462 utf8_from_data: (1 1  ) -> 41000020
1784822758.372462 utf8_from_data: (1 1  ) -> 41000020
1784822758.372463 utf8_from_data: (1 1  ) -> 41000020
1784822758.372464 utf8_from_data: (1 1  ) -> 41000020
1784822758.372464 utf8_from_data: (1 1  ) -> 41000020
1784822758.372465 utf8_from_data: (1 1  ) -> 41000020
1784822758.372465 utf8_from_data: (1 1  ) -> 41000020
1784822758.372466 utf8_from_data: (1 1  ) -> 41000020
1784822758.372466 utf8_from_data: (1 1  ) -> 41000020
1784822758.372467 utf8_from_data: (1 1  ) -> 41000020
1784822758.372467 utf8_from_data: (1 1  ) -> 41000020
1784822758.372468 utf8_from_data: (1 1  ) -> 41000020
1784822758.372469 utf8_from_data: (1 1  ) -> 41000020
1784822758.372469 utf8_from_data: (1 1  ) -> 41000020
1784822758.372470 utf8_from_data: (1 1  ) -> 41000020
1784822758.372470 utf8_from_data: (1 1  ) -> 41000020
1784822758.372471 utf8_from_data: (1 1  ) -> 41000020
1784822758.372471 utf8_from_data: (1 1  ) -> 41000020
1784822758.372472 utf8_from_data: (1 1  ) -> 41000020
1784822758.372472 utf8_from_data: (1 1  ) -> 41000020
1784822758.372473 utf8_from_data: (1 1  ) -> 41000020
1784822758.372474 utf8_from_data: (1 1  ) -> 41000020
1784822758.372474 utf8_from_data: (1 1  ) -> 41000020
1784822758.372475 utf8_from_data: (1 1  ) -> 41000020
1784822758.372475 utf8_from_data: (1 1  ) -> 41000020
1784822758.372476 utf8_from_data: (1 1  ) -> 41000020
1784822758.372476 utf8_from_data: (1 1  ) -> 41000020
1784822758.372477 utf8_from_data: (1 1  ) -> 41000020
1784822758.372477 utf8_from_data: (1 1  ) -> 41000020
1784822758.372478 utf8_from_data: (1 1  ) -> 41000020
1784822758.372479 utf8_from_data: (1 1  ) -> 41000020
1784822758.372479 utf8_from_data: (1 1  ) -> 41000020
1784822758.372480 utf8_from_data: (1 1  ) -> 41000020
1784822758.372480 utf8_from_data: (1 1  ) -> 41000020
1784822758.372481 utf8_from_data: (1 1  ) -> 41000020
1784822758.372481 utf8_from_data: (1 1  ) -> 41000020
1784822758.372482 utf8_from_data: (1 1  ) -> 41000020
1784822758.372482 utf8_from_data: (1 1  ) -> 41000020
1784822758.372483 utf8_from_data: (1 1  ) -> 41000020
1784822758.372483 utf8_from_data: (1 1  ) -> 41000020
1784822758.372484 utf8_from_data: (1 1  ) -> 41000020
1784822758.372485 utf8_from_data: (1 1  ) -> 41000020
1784822758.372485 utf8_from_data: (1 1  ) -> 41000020
1784822758.372486 utf8_from_data: (1 1  ) -> 41000020
1784822758.372486 utf8_from_data: (1 1  ) -> 41000020
1784822758.372487 utf8_from_data: (1 1  ) -> 41000020
1784822758.372487 utf8_from_data: (1 1  ) -> 41000020
1784822758.372488 utf8_from_data: (1 1  ) -> 41000020
1784822758.372488 utf8_from_data: (1 1  ) -> 41000020
1784822758.372489 utf8_from_data: (1 1  ) -> 41000020
1784822758.372490 utf8_from_data: (1 1  ) -> 41000020
1784822758.372490 utf8_from_data: (1 1  ) -> 41000020
1784822758.372491 utf8_from_data: (1 1  ) -> 41000020
1784822758.372493 utf8_from_data: (1 1  ) -> 41000020
1784822758.372494 utf8_from_data: (1 1  ) -> 41000020
1784822758.372494 utf8_from_data: (1 1  ) -> 41000020
1784822758.372495 utf8_from_data: (1 1  ) -> 41000020
1784822758.372495 utf8_from_data: (1 1  ) -> 41000020
1784822758.372496 utf8_from_data: (1 1  ) -> 41000020
1784822758.372497 utf8_from_data: (1 1  ) -> 41000020
1784822758.372497 utf8_from_data: (1 1  ) -> 41000020
1784822758.372498 utf8_from_data: (1 1  ) -> 41000020
1784822758.372498 utf8_from_data: (1 1  ) -> 41000020
1784822758.372499 utf8_from_data: (1 1  ) -> 41000020
1784822758.372499 utf8_from_data: (1 1  ) -> 41000020
1784822758.372500 utf8_from_data: (1 1  ) -> 41000020
1784822758.372501 utf8_from_data: (1 1  ) -> 41000020
1784822758.372501 utf8_from_data: (1 1  ) -> 41000020
1784822758.372502 utf8_from_data: (1 1  ) -> 41000020
1784822758.372502 utf8_from_data: (1 1  ) -> 41000020
1784822758.372503 utf8_from_data: (1 1  ) -> 41000020
1784822758.372503 utf8_from_data: (1 1  ) -> 41000020
1784822758.372504 utf8_from_data: (1 1  ) -> 41000020
1784822758.372504 utf8_from_data: (1 1  ) -> 41000020
1784822758.372505 utf8_from_data: (1 1  ) -> 41000020
1784822758.372506 utf8_from_data: (1 1  ) -> 41000020
1784822758.372506 utf8_from_data: (1 1  ) -> 41000020
1784822758.372507 utf8_from_data: (1 1  ) -> 41000020
1784822758.372507 utf8_from_data: (1 1  ) -> 41000020
1784822758.372508 utf8_from_data: (1 1  ) -> 41000020
1784822758.372508 utf8_from_data: (1 1  ) -> 41000020
1784822758.372509 utf8_from_data: (1 1  ) -> 41000020
1784822758.372510 utf8_from_data: (1 1  ) -> 41000020
1784822758.372510 utf8_from_data: (1 1  ) -> 41000020
1784822758.372511 utf8_from_data: (1 1  ) -> 41000020
1784822758.372511 utf8_from_data: (1 1  ) -> 41000020
1784822758.372512 utf8_from_data: (1 1  ) -> 41000020
1784822758.372512 utf8_from_data: (1 1  ) -> 41000020
1784822758.372513 utf8_from_data: (1 1  ) -> 41000020
1784822758.372513 utf8_from_data: (1 1  ) -> 41000020
1784822758.372514 utf8_from_data: (1 1  ) -> 41000020
1784822758.372515 utf8_from_data: (1 1  ) -> 41000020
1784822758.372515 utf8_from_data: (1 1  ) -> 41000020
1784822758.372516 utf8_from_data: (1 1  ) -> 41000020
1784822758.372516 utf8_from_data: (1 1  ) -> 41000020
1784822758.372517 utf8_from_data: (1 1  ) -> 41000020
1784822758.372517 utf8_from_data: (1 1  ) -> 41000020
1784822758.372518 utf8_from_data: (1 1  ) -> 41000020
1784822758.372519 utf8_from_data: (1 1  ) -> 41000020
1784822758.372519 utf8_from_data: (1 1  ) -> 41000020
1784822758.372520 utf8_from_data: (1 1  ) -> 41000020
1784822758.372520 utf8_from_data: (1 1  ) -> 41000020
1784822758.372521 utf8_from_data: (1 1  ) -> 41000020
1784822758.372521 utf8_from_data: (1 1  ) -> 41000020
1784822758.372522 utf8_from_data: (1 1  ) -> 41000020
1784822758.372522 utf8_from_data: (1 1  ) -> 41000020
1784822758.372523 utf8_from_data: (1 1  ) -> 41000020
1784822758.372524 utf8_from_data: (1 1  ) -> 41000020
1784822758.372524 utf8_from_data: (1 1  ) -> 41000020
1784822758.372525 utf8_from_data: (1 1  ) -> 41000020
1784822758.372525 utf8_from_data: (1 1  ) -> 41000020
1784822758.372526 utf8_from_data: (1 1  ) -> 41000020
1784822758.372526 utf8_from_data: (1 1  ) -> 41000020
1784822758.372527 utf8_from_data: (1 1  ) -> 41000020
1784822758.372528 utf8_from_data: (1 1  ) -> 41000020
1784822758.372528 utf8_from_data: (1 1  ) -> 41000020
1784822758.372529 utf8_from_data: (1 1  ) -> 41000020
1784822758.372529 utf8_from_data: (1 1  ) -> 41000020
1784822758.372530 utf8_from_data: (1 1  ) -> 41000020
1784822758.372530 utf8_from_data: (1 1  ) -> 41000020
1784822758.372531 utf8_from_data: (1 1  ) -> 41000020
1784822758.372531 utf8_from_data: (1 1  ) -> 41000020
1784822758.372532 utf8_from_data: (1 1  ) -> 41000020
1784822758.372533 utf8_from_data: (1 1  ) -> 41000020
1784822758.372533 utf8_from_data: (1 1  ) -> 41000020
1784822758.372534 utf8_from_data: (1 1  ) -> 41000020
1784822758.372534 utf8_from_data: (1 1  ) -> 41000020
1784822758.372535 utf8_from_data: (1 1  ) -> 41000020
1784822758.372535 utf8_from_data: (1 1  ) -> 41000020
1784822758.372537 utf8_from_data: (1 1  ) -> 41000020
1784822758.372538 utf8_from_data: (1 1  ) -> 41000020
1784822758.372538 utf8_from_data: (1 1  ) -> 41000020
1784822758.372539 utf8_from_data: (1 1  ) -> 41000020
1784822758.372539 utf8_from_data: (1 1  ) -> 41000020
1784822758.372540 utf8_from_data: (1 1  ) -> 41000020
1784822758.372540 utf8_from_data: (1 1  ) -> 41000020
1784822758.372541 utf8_from_data: (1 1  ) -> 41000020
1784822758.372542 utf8_from_data: (1 1  ) -> 41000020
1784822758.372542 utf8_from_data: (1 1  ) -> 41000020
1784822758.372543 utf8_from_data: (1 1  ) -> 41000020
1784822758.372543 utf8_from_data: (1 1  ) -> 41000020
1784822758.372544 utf8_from_data: (1 1  ) -> 41000020
1784822758.372544 utf8_from_data: (1 1  ) -> 41000020
1784822758.372545 utf8_from_data: (1 1  ) -> 41000020
1784822758.372545 utf8_from_data: (1 1  ) -> 41000020
1784822758.372546 utf8_from_data: (1 1  ) -> 41000020
1784822758.372547 utf8_from_data: (1 1  ) -> 41000020
1784822758.372547 utf8_from_data: (1 1  ) -> 41000020
1784822758.372548 utf8_from_data: (1 1  ) -> 41000020
1784822758.372548 utf8_from_data: (1 1  ) -> 41000020
1784822758.372549 utf8_from_data: (1 1  ) -> 41000020
1784822758.372550 utf8_from_data: (1 1  ) -> 41000020
1784822758.372551 utf8_from_data: (1 1  ) -> 41000020
1784822758.372551 utf8_from_data: (1 1  ) -> 41000020
1784822758.372552 utf8_from_data: (1 1  ) -> 41000020
1784822758.372552 utf8_from_data: (1 1  ) -> 41000020
1784822758.372553 utf8_from_data: (1 1  ) -> 41000020
1784822758.372553 utf8_from_data: (1 1  ) -> 41000020
1784822758.372554 utf8_from_data: (1 1  ) -> 41000020
1784822758.372555 utf8_from_data: (1 1  ) -> 41000020
1784822758.372555 utf8_from_data: (1 1  ) -> 41000020
1784822758.372556 utf8_from_data: (1 1  ) -> 41000020
1784822758.372556 utf8_from_data: (1 1  ) -> 41000020
1784822758.372557 utf8_from_data: (1 1  ) -> 41000020
1784822758.372557 utf8_from_data: (1 1  ) -> 41000020
1784822758.372558 utf8_from_data: (1 1  ) -> 41000020
1784822758.372558 utf8_from_data: (1 1  ) -> 41000020
1784822758.372559 utf8_from_data: (1 1  ) -> 41000020
1784822758.372560 utf8_from_data: (1 1  ) -> 41000020
1784822758.372560 utf8_from_data: (1 1  ) -> 41000020
1784822758.372561 utf8_from_data: (1 1  ) -> 41000020
1784822758.372561 utf8_from_data: (1 1  ) -> 41000020
1784822758.372562 utf8_from_data: (1 1  ) -> 41000020
1784822758.372562 utf8_from_data: (1 1  ) -> 41000020
1784822758.372563 utf8_from_data: (1 1  ) -> 41000020
1784822758.372564 utf8_from_data: (1 1  ) -> 41000020
1784822758.372564 utf8_from_data: (1 1  ) -> 41000020
1784822758.372565 utf8_from_data: (1 1  ) -> 41000020
1784822758.372565 utf8_from_data: (1 1  ) -> 41000020
1784822758.372566 utf8_from_data: (1 1  ) -> 41000020
1784822758.372566 utf8_from_data: (1 1  ) -> 41000020
1784822758.372567 utf8_from_data: (1 1  ) -> 41000020
1784822758.372567 utf8_from_data: (1 1  ) -> 41000020
1784822758.372568 utf8_from_data: (1 1  ) -> 41000020
1784822758.372569 utf8_from_data: (1 1  ) -> 41000020
1784822758.372569 utf8_from_data: (1 1  ) -> 41000020
1784822758.372570 utf8_from_data: (1 1  ) -> 41000020
1784822758.372570 utf8_from_data: (1 1  ) -> 41000020
1784822758.372571 utf8_from_data: (1 1  ) -> 41000020
1784822758.372571 utf8_from_data: (1 1  ) -> 41000020
1784822758.372572 utf8_from_data: (1 1  ) -> 41000020
1784822758.372573 utf8_from_data: (1 1  ) -> 41000020
1784822758.372573 utf8_from_data: (1 1  ) -> 41000020
1784822758.372574 utf8_from_data: (1 1  ) -> 41000020
1784822758.372574 utf8_from_data: (1 1  ) -> 41000020
1784822758.372575 utf8_from_data: (1 1  ) -> 41000020
1784822758.372575 utf8_from_data: (1 1  ) -> 41000020
1784822758.372576 utf8_from_data: (1 1  ) -> 41000020
1784822758.372576 utf8_from_data: (1 1  ) -> 41000020
1784822758.372577 utf8_from_data: (1 1  ) -> 41000020
1784822758.372578 utf8_from_data: (1 1  ) -> 41000020
1784822758.372578 utf8_from_data: (1 1  ) -> 41000020
1784822758.372579 utf8_from_data: (1 1  ) -> 41000020
1784822758.372579 utf8_from_data: (1 1  ) -> 41000020
1784822758.372580 utf8_from_data: (1 1  ) -> 41000020
1784822758.372582 utf8_from_data: (1 1  ) -> 41000020
1784822758.372583 utf8_from_data: (1 1  ) -> 41000020
1784822758.372583 utf8_from_data: (1 1  ) -> 41000020
1784822758.372584 utf8_from_data: (1 1  ) -> 41000020
1784822758.372585 utf8_from_data: (1 1  ) -> 41000020
1784822758.372585 utf8_from_data: (1 1  ) -> 41000020
1784822758.372586 utf8_from_data: (1 1  ) -> 41000020
1784822758.372586 utf8_from_data: (1 1  ) -> 41000020
1784822758.372587 utf8_from_data: (1 1  ) -> 41000020
1784822758.372587 utf8_from_data: (1 1  ) -> 41000020
1784822758.372588 utf8_from_data: (1 1  ) -> 41000020
1784822758.372588 utf8_from_data: (1 1  ) -> 41000020
1784822758.372589 utf8_from_data: (1 1  ) -> 41000020
1784822758.372590 utf8_from_data: (1 1  ) -> 41000020
1784822758.372590 utf8_from_data: (1 1  ) -> 41000020
1784822758.372591 utf8_from_data: (1 1  ) -> 41000020
1784822758.372591 utf8_from_data: (1 1  ) -> 41000020
1784822758.372592 utf8_from_data: (1 1  ) -> 41000020
1784822758.372592 utf8_from_data: (1 1  ) -> 41000020
1784822758.372593 utf8_from_data: (1 1  ) -> 41000020
1784822758.372594 utf8_from_data: (1 1  ) -> 41000020
1784822758.372594 utf8_from_data: (1 1  ) -> 41000020
1784822758.372595 utf8_from_data: (1 1  ) -> 41000020
1784822758.372595 utf8_from_data: (1 1  ) -> 41000020
1784822758.372596 utf8_from_data: (1 1  ) -> 41000020
1784822758.372596 utf8_from_data: (1 1  ) -> 41000020
1784822758.372597 utf8_from_data: (1 1  ) -> 41000020
1784822758.372598 utf8_from_data: (1 1  ) -> 41000020
1784822758.372598 utf8_from_data: (1 1  ) -> 41000020
1784822758.372599 utf8_from_data: (1 1  ) -> 41000020
1784822758.372599 utf8_from_data: (1 1  ) -> 41000020
1784822758.372600 utf8_from_data: (1 1  ) -> 41000020
1784822758.372600 utf8_from_data: (1 1  ) -> 41000020
1784822758.372601 utf8_from_data: (1 1  ) -> 41000020
1784822758.372602 utf8_from_data: (1 1  ) -> 41000020
1784822758.372602 utf8_from_data: (1 1  ) -> 41000020
1784822758.372603 utf8_from_data: (1 1  ) -> 41000020
1784822758.372603 utf8_from_data: (1 1  ) -> 41000020
1784822758.372604 utf8_from_data: (1 1  ) -> 41000020
1784822758.372604 utf8_from_data: (1 1  ) -> 41000020
1784822758.372605 utf8_from_data: (1 1  ) -> 41000020
1784822758.372606 utf8_from_data: (1 1  ) -> 41000020
1784822758.372606 utf8_from_data: (1 1  ) -> 41000020
1784822758.372607 utf8_from_data: (1 1  ) -> 41000020
1784822758.372607 utf8_from_data: (1 1  ) -> 41000020
1784822758.372608 utf8_from_data: (1 1  ) -> 41000020
1784822758.372608 utf8_from_data: (1 1  ) -> 41000020
1784822758.372609 utf8_from_data: (1 1  ) -> 41000020
1784822758.372609 utf8_from_data: (1 1  ) -> 41000020
1784822758.372610 utf8_from_data: (1 1  ) -> 41000020
1784822758.372611 utf8_from_data: (1 1  ) -> 41000020
1784822758.372611 utf8_from_data: (1 1  ) -> 41000020
1784822758.372612 utf8_from_data: (1 1  ) -> 41000020
1784822758.372612 utf8_from_data: (1 1  ) -> 41000020
1784822758.372613 utf8_from_data: (1 1  ) -> 41000020
1784822758.372613 utf8_from_data: (1 1  ) -> 41000020
1784822758.372614 utf8_from_data: (1 1  ) -> 41000020
1784822758.372615 utf8_from_data: (1 1  ) -> 41000020
1784822758.372615 utf8_from_data: (1 1  ) -> 41000020
1784822758.372616 utf8_from_data: (1 1  ) -> 41000020
